district,year,office,candidate,party,writein,candidatevotes,totalvotes,
pennsylvania10,2018,US House,George B__Scott,democrat,FALSE,141668,291033,
pennsylvania10,2018,US House,Scott G__Perry,republican,FALSE,149365,291033,
pennsylvania11,2018,US House,Jessica__King,democrat,FALSE,113876,277584,
pennsylvania11,2018,US House,Lloyd K__Smucker,republican,FALSE,163708,277584,
pennsylvania12,2018,US House,Marc__Friedenberg,democrat,FALSE,82825,243872,
pennsylvania12,2018,US House,Thomas A__Marino,republican,FALSE,161047,243872,
pennsylvania13,2018,US House,Brent M__Ottaway,democrat,FALSE,74733,253266,
pennsylvania13,2018,US House,John__Joyce,republican,FALSE,178533,253266,
pennsylvania14,2018,US House,Bibiana__Boerio,democrat,FALSE,110051,261437,
pennsylvania14,2018,US House,Guy L__Reschenthaler,republican,FALSE,151386,261437,
pennsylvania15,2018,US House,Susan__Boser,democrat,FALSE,78327,243572,
pennsylvania15,2018,US House,Glenn William  Thompson Jr,republican,FALSE,165245,243572,
pennsylvania16,2018,US House,Ronald A__Dinicola,democrat,FALSE,124109,262396,
pennsylvania16,2018,US House,George J  Kelly Jr,republican,FALSE,135348,262396,
pennsylvania16,2018,US House,Ebert G Bill__Beeman,libertarian,FALSE,2939,262396,
pennsylvania17,2018,US House,Conor James__Lamb,democrat,FALSE,183162,325579,
pennsylvania17,2018,US House,Keith__Rothfus,republican,FALSE,142417,325579,
pennsylvania18,2018,US House,Michael F  Doyle Jr,democrat,FALSE,231472,231472,
rhode_island1,2018,US House,David N. Cicilline,democrat,FALSE,116099,174083,
rhode_island1,2018,US House,Patrick J. Donovan,republican,FALSE,57567,174083,
rhode_island1,2018,US House,NA,NA,TRUE,417,174083,
rhode_island2,2018,US House,James R. Langevin,democrat,FALSE,126476,199197,
rhode_island2,2018,US House,Salvatore G. Caiozzo,republican,FALSE,72271,199197,
rhode_island2,2018,US House,NA,NA,TRUE,450,199197,
south_carolina1,2018,US House,Joe Cunningham,democrat,FALSE,145455,287433,
south_carolina1,2018,US House,Katie Arrington,republican,FALSE,141473,287433,
south_carolina1,2018,US House,NA,NA,TRUE,505,287433,
south_carolina2,2018,US House,Sean Carrigan,democrat,FALSE,109199,257139,
south_carolina2,2018,US House,Joe Wilson,republican,FALSE,144642,257139,
south_carolina2,2018,US House,Sonny Narang,american,FALSE,3111,257139,
south_carolina2,2018,US House,NA,NA,TRUE,187,257139,
south_carolina3,2018,US House,Mary Geren,democrat,FALSE,70046,226204,
south_carolina3,2018,US House,Jeff Duncan,republican,FALSE,153338,226204,
south_carolina3,2018,US House,Dave Moore,american,FALSE,2697,226204,
south_carolina3,2018,US House,NA,NA,TRUE,123,226204,
south_carolina4,2018,US House,Brandon P Brown,democrat,FALSE,89182,243950,
south_carolina4,2018,US House,William Timmons,republican,FALSE,145321,243950,
south_carolina4,2018,US House,Guy V Furay,american,FALSE,9203,243950,
south_carolina4,2018,US House,NA,NA,TRUE,244,243950,
south_carolina5,2018,US House,Archie Parnell,democrat,FALSE,103129,248579,
south_carolina5,2018,US House,Michael Chandler,constitution,FALSE,3443,248579,
south_carolina5,2018,US House,Ralph W Norman,republican,FALSE,141757,248579,
south_carolina5,2018,US House,NA,NA,TRUE,250,248579,
south_carolina6,2018,US House,James E Jim Clyburn,democrat,FALSE,144765,206433,
south_carolina6,2018,US House,Bryan Pugh,green,FALSE,3214,206433,
south_carolina6,2018,US House,Gerhard R Gressmann,republican,FALSE,58282,206433,
south_carolina6,2018,US House,NA,NA,TRUE,172,206433,
south_carolina7,2018,US House,Robert Williams,democrat,FALSE,96564,239554,
south_carolina7,2018,US House,Tom Rice,republican,FALSE,142681,239554,
south_carolina7,2018,US House,NA,NA,TRUE,309,239554,
south_dakota,2018,US House,George D. Hendrickson,libertarian,FALSE,4896,335471,
south_dakota,2018,US House,"Dustin """"Dusty"""" Johnson",republican,FALSE,202446,335471,
south_dakota,2018,US House,Tim Bjorkman,democrat,FALSE,120816,335471,
south_dakota,2018,US House,Ron Wieczorek,independent,FALSE,7313,335471,
tennessee1,2018,US House,Marty Olsen,democrat,FALSE,47138,224282,
tennessee1,2018,US House,Michael D. Salyer,independent,FALSE,4309,224282,
tennessee1,2018,US House,Phil Roe,republican,FALSE,172835,224282,
tennessee2,2018,US House,Greg Samples,independent,FALSE,967,262134,
tennessee2,2018,US House,Jeffrey A. Grunau,independent,FALSE,657,262134,
tennessee2,2018,US House,Keith A. LaTorre,independent,FALSE,349,262134,
tennessee2,2018,US House,Marc Whitmire,independent,FALSE,637,262134,
tennessee2,2018,US House,Renee Hoyos,democrat,FALSE,86668,262134,
tennessee2,2018,US House,Tim Burchett,republican,FALSE,172856,262134,
tennessee3,2018,US House,Chuck Fleischmann,republican,FALSE,156512,245765,
tennessee3,2018,US House,Danielle Mitchell,democrat,FALSE,84731,245765,
tennessee3,2018,US House,Rick Tyler,independent,FALSE,4522,245765,
tennessee4,2018,US House,Mariah Phillips,democrat,FALSE,78065,232451,
tennessee4,2018,US House,Michael Shupe,independent,FALSE,7056,232451,
tennessee4,2018,US House,Scott DesJarlais,republican,FALSE,147323,232451,
tennessee4,2018,US House,NA,NA,TRUE,7,232451,
tennessee5,2018,US House,Jim Cooper,democrat,FALSE,177923,262248,
tennessee5,2018,US House,Jody M. Ball,republican,FALSE,84317,262248,
tennessee5,2018,US House,NA,NA,TRUE,8,262248,
tennessee6,2018,US House,David Ross,independent,FALSE,3426,248740,
tennessee6,2018,US House,Dawn Barlow,democrat,FALSE,70370,248740,
tennessee6,2018,US House,John Rose,republican,FALSE,172810,248740,
tennessee6,2018,US House,Lloyd Dunn,independent,FALSE,2134,248740,
tennessee7,2018,US House,Brent Legendre,independent,FALSE,1070,254384,
tennessee7,2018,US House,Justin Kanew,democrat,FALSE,81661,254384,
tennessee7,2018,US House,Leonard D. (Lenny) Ladner,independent,FALSE,1582,254384,
tennessee7,2018,US House,Mark E. Green,republican,FALSE,170071,254384,
tennessee8,2018,US House,David Kustoff,republican,FALSE,168030,248345,
tennessee8,2018,US House,Erika Stotts Pearson,democrat,FALSE,74755,248345,
tennessee8,2018,US House,James Hart,independent,FALSE,5560,248345,
tennessee9,2018,US House,Charlotte Bergmann,republican,FALSE,34901,181476,
tennessee9,2018,US House,Leo AwGoWhat,independent,FALSE,1436,181476,
tennessee9,2018,US House,Steve Cohen,democrat,FALSE,145139,181476,
texas1,2018,US House,Louie Gohmert,republican,FALSE,168165,232720,
texas1,2018,US House,Shirley J. McKellar,democrat,FALSE,61263,232720,
texas1,2018,US House,Jeff Callaway,libertarian,FALSE,3292,232720,
texas2,2018,US House,Dan Crenshaw,republican,FALSE,139188,263392,
texas2,2018,US House,Todd Litton,democrat,FALSE,119992,263392,
texas2,2018,US House,Patrick Gunnels,libertarian,FALSE,2373,263392,
texas2,2018,US House,Scott Cubbler,independent,FALSE,1839,263392,
texas3,2018,US House,Van Taylor,republican,FALSE,169520,312511,
texas3,2018,US House,Lorie Burch,democrat,FALSE,138234,312511,
texas3,2018,US House,Christopher J. Claytor,libertarian,FALSE,4604,312511,
texas3,2018,US House,NA,NA,TRUE,153,312511,
texas4,2018,US House,John Ratcliffe,republican,FALSE,188667,249245,
texas4,2018,US House,Catherine Krantz,democrat,FALSE,57400,249245,
texas4,2018,US House,Ken Ashby,libertarian,FALSE,3178,249245,
texas5,2018,US House,Lance Gooden,republican,FALSE,130617,209507,
texas5,2018,US House,Dan Wood,democrat,FALSE,78666,209507,
texas5,2018,US House,NA,NA,TRUE,224,209507,
texas6,2018,US House,Ron Wright,republican,FALSE,135961,256042,
texas6,2018,US House,Jana Lynne Sanchez,democrat,FALSE,116350,256042,
texas6,2018,US House,Jason Allen Harber,libertarian,FALSE,3731,256042,
texas7,2018,US House,John Culberson,republican,FALSE,115642,243601,
texas7,2018,US House,Lizzie Pannill Fletcher,democrat,FALSE,127959,243601,
texas8,2018,US House,Kevin Brady,republican,FALSE,200619,273170,
texas8,2018,US House,Steven David,democrat,FALSE,67930,273170,
texas8,2018,US House,Chris Duncan,libertarian,FALSE,4621,273170,
texas9,2018,US House,Al Green,democrat,FALSE,136256,153001,
texas9,2018,US House,Phil Kurtz,libertarian,FALSE,5940,153001,
texas9,2018,US House,Benjamin Hernandez,independent,FALSE,5774,153001,
texas9,2018,US House,Kesha Rogers,independent,FALSE,5031,153001,
texas10,2018,US House,Michael T. McCaul,republican,FALSE,157166,307827,
texas10,2018,US House,Mike Siegel,democrat,FALSE,144034,307827,
texas10,2018,US House,Mike Ryan,libertarian,FALSE,6627,307827,
texas11,2018,US House,Mike Conaway,republican,FALSE,176603,220377,
texas11,2018,US House,Jennie Lou Leeder,democrat,FALSE,40631,220377,
texas11,2018,US House,Rhett Rosenquest Smith,libertarian,FALSE,3143,220377,
texas12,2018,US House,Kay Granger,republican,FALSE,172557,268491,
texas12,2018,US House,Vanessa Adia,democrat,FALSE,90994,268491,
texas12,2018,US House,Jacob Leddy,libertarian,FALSE,4940,268491,
texas13,2018,US House,Mac Thornberry,republican,FALSE,169027,207285,
texas13,2018,US House,Greg Sagan,democrat,FALSE,35083,207285,
texas13,2018,US House,Calvin DeWeese,libertarian,FALSE,3175,207285,
texas14,2018,US House,Randy Weber,republican,FALSE,138942,234528,
texas14,2018,US House,Adrienne Bell,democrat,FALSE,92212,234528,
texas14,2018,US House,Don E. Conley III,libertarian,FALSE,3374,234528,
texas15,2018,US House,Tim Westley,republican,FALSE,63862,164802,
texas15,2018,US House,Vicente Gonzalez,democrat,FALSE,98333,164802,
texas15,2018,US House,Anthony Cristo,libertarian,FALSE,2607,164802,
texas16,2018,US House,Rick Seeberger,republican,FALSE,49127,181754,
texas16,2018,US House,Veronica Escobar,democrat,FALSE,124437,181754,
texas16,2018,US House,Ben Mendoza,independent,FALSE,8147,181754,
texas16,2018,US House,NA,NA,TRUE,43,181754,
texas17,2018,US House,Bill Flores,republican,FALSE,134841,237351,
texas17,2018,US House,Rick Kennedy,democrat,FALSE,98070,237351,
texas17,2018,US House,Peter Churchman,libertarian,FALSE,4440,237351,
texas18,2018,US House,Ava Reynero Pate,republican,FALSE,38368,184332,
texas18,2018,US House,Sheila Jackson Lee,democrat,FALSE,138704,184332,
texas18,2018,US House,Luke Spencer,libertarian,FALSE,4067,184332,
texas18,2018,US House,Vince Duncan,independent,FALSE,3193,184332,
texas19,2018,US House,Jodey Arrington,republican,FALSE,151946,201985,
texas19,2018,US House,Miguel Levario,democrat,FALSE,50039,201985,
texas20,2018,US House,Joaquin Castro,democrat,FALSE,139038,171963,
texas20,2018,US House,Jeffrey Blunt,libertarian,FALSE,32925,171963,
texas21,2018,US House,Chip Roy,republican,FALSE,177654,353617,
texas21,2018,US House,Joseph Kopser,democrat,FALSE,168421,353617,
texas21,2018,US House,Lee Santos,libertarian,FALSE,7542,353617,
texas22,2018,US House,Pete Olson,republican,FALSE,152750,297405,
texas22,2018,US House,Sri Preston Kulkarni,democrat,FALSE,138153,297405,
texas22,2018,US House,John B. McElligott,libertarian,FALSE,3261,297405,
texas22,2018,US House,Kellen Sweny,independent,FALSE,3241,297405,
texas23,2018,US House,Will Hurd,republican,FALSE,103285,210069,
texas23,2018,US House,Gina Ortiz Jones,democrat,FALSE,102359,210069,
texas23,2018,US House,Ruben Corvalan,libertarian,FALSE,4425,210069,
texas24,2018,US House,Kenny E Marchant,republican,FALSE,133317,263418,
texas24,2018,US House,Jan McDowell,democrat,FALSE,125231,263418,
texas24,2018,US House,Mike Kolls,libertarian,FALSE,4870,263418,
texas25,2018,US House,Roger Williams,republican,FALSE,163023,304553,
texas25,2018,US House,Julie Oliver,democrat,FALSE,136385,304553,
texas25,2018,US House,Desarae Lindsey,libertarian,FALSE,5145,304553,
texas26,2018,US House,Michael C. Burgess,republican,FALSE,185551,312505,
texas26,2018,US House,Linsey Fagan,democrat,FALSE,121938,312505,
texas26,2018,US House,Mark Boler,libertarian,FALSE,5016,312505,
texas27,2018,US House,Michael Cloud,republican,FALSE,125118,207421,
texas27,2018,US House,Eric Holguin,democrat,FALSE,75929,207421,
texas27,2018,US House,Daniel Tinus,libertarian,FALSE,2100,207421,
texas27,2018,US House,James Duerr,independent,FALSE,4274,207421,
texas28,2018,US House,Henry Cuellar,democrat,FALSE,117494,139226,
texas28,2018,US House,Arthur Thomas IV,libertarian,FALSE,21732,139226,
texas29,2018,US House,Phillip Aronoff,republican,FALSE,28098,117494,
texas29,2018,US House,Sylvia R. Garcia,democrat,FALSE,88188,117494,
texas29,2018,US House,Cullen Burns,libertarian,FALSE,1199,117494,
texas29,2018,US House,NA,NA,TRUE,9,117494,
texas30,2018,US House,Eddie Bernice Johnson,democrat,FALSE,166784,183174,
texas30,2018,US House,Shawn Jones,libertarian,FALSE,16390,183174,
texas31,2018,US House,John Carter,republican,FALSE,144680,286007,
texas31,2018,US House,"Mary Jennings """"""""MJ"""""""" Hegar",democrat,FALSE,136362,286007,
texas31,2018,US House,Jason Hope,libertarian,FALSE,4965,286007,
texas32,2018,US House,Pete Sessions,republican,FALSE,126101,275620,
texas32,2018,US House,Colin Allred,democrat,FALSE,144067,275620,
texas32,2018,US House,Melina Baker,libertarian,FALSE,5452,275620,
texas33,2018,US House,Willie Billups,republican,FALSE,26120,119224,
texas33,2018,US House,Marc Veasey,democrat,FALSE,90805,119224,
texas33,2018,US House,Jason Reeves,libertarian,FALSE,2299,119224,
texas34,2018,US House,Rey Gonzalez,republican,FALSE,57243,143068,
texas34,2018,US House,Filemon B. Vela,democrat,FALSE,85825,143068,
texas35,2018,US House,David Smalling,republican,FALSE,50553,194067,
texas35,2018,US House,Lloyd Doggett,democrat,FALSE,138278,194067,
texas35,2018,US House,Clark Patterson,libertarian,FALSE,5236,194067,
texas36,2018,US House,Brian Babin,republican,FALSE,161048,221956,
texas36,2018,US House,Dayna Steele,democrat,FALSE,60908,221956,
utah1,2018,US House,Lee Castillo,democrat,FALSE,63308,254333,
utah1,2018,US House,Rob Bishop,republican,FALSE,156692,254333,
utah1,2018,US House,Eric Eliason,independent,FALSE,29547,254333,
utah1,2018,US House,Adam Davis,green,FALSE,4786,254333,
utah2,2018,US House,Chris Stewart,republican,FALSE,151489,270044,
utah2,2018,US House,Jeffrey Whipple,libertarian,FALSE,13504,270044,
utah2,2018,US House,Shireen Ghorbani,democrat,FALSE,105051,270044,
utah3,2018,US House,John Curtis,republican,FALSE,174856,258858,
utah3,2018,US House,James Courage Singer,democrat,FALSE,70686,258858,
utah3,2018,US House,Timothy L. Zeidner,united utah,FALSE,6630,258858,
utah3,2018,US House,Gregory C. Duerden,independent american,FALSE,6686,258858,
utah4,2018,US House,Mia B. Love,republican,FALSE,134270,269271,
utah4,2018,US House,Ben McAdams,democrat,FALSE,134964,269271,
utah4,2018,US House,NA,NA,TRUE,37,269271,
vermont1,2018,US House,Cris Ericson,independent,FALSE,9110,272451,
vermont1,2018,US House,Laura S. Potter,liberty union,FALSE,3924,272451,
vermont1,2018,US House,Anya Tynio,republican,FALSE,70705,272451,
vermont1,2018,US House,Peter Welch,democrat,FALSE,188547,272451,
vermont1,2018,US House,NA,NA,TRUE,165,272451,
virginia1,2018,US House,"Robert J. """"Rob"""" Wittman",republican,FALSE,183250,332101,
virginia1,2018,US House,Vangie A. Williams,democrat,FALSE,148464,332101,
virginia1,2018,US House,NA,NA,TRUE,387,332101,
virginia2,2018,US House,Scott W. Taylor,republican,FALSE,133458,273400,
virginia2,2018,US House,Elaine G. Luria,democrat,FALSE,139571,273400,
virginia2,2018,US House,NA,NA,TRUE,371,273400,
virginia3,2018,US House,"Robert C. """"Bobby"""" Scott",democrat,FALSE,198615,217722,
virginia3,2018,US House,NA,NA,TRUE,19107,217722,
virginia4,2018,US House,Ryan A. McAdams,republican,FALSE,107706,299854,
virginia4,2018,US House,A. Donald McEachin,democrat,FALSE,187642,299854,
virginia4,2018,US House,"Peter J. """"Pete"""" Wells",libertarian,FALSE,4233,299854,
virginia4,2018,US House,NA,NA,TRUE,273,299854,
virginia5,2018,US House,Denver L. Riggleman III,republican,FALSE,165339,310926,
virginia5,2018,US House,Leslie C. Cockburn,democrat,FALSE,145040,310926,
virginia5,2018,US House,NA,NA,TRUE,547,310926,
virginia6,2018,US House,Ben L. Cline,republican,FALSE,167957,281377,
virginia6,2018,US House,Jennifer Lynn Lewis,democrat,FALSE,113133,281377,
virginia6,2018,US House,NA,NA,TRUE,287,281377,
virginia7,2018,US House,Dave A. Brat,republican,FALSE,169295,349803,
virginia7,2018,US House,Abigail A. Spanberger,democrat,FALSE,176079,349803,
virginia7,2018,US House,Joseph B. Walton,libertarian,FALSE,4216,349803,
virginia7,2018,US House,NA,NA,TRUE,213,349803,
virginia8,2018,US House,Thomas S. Oh,republican,FALSE,76899,324748,
virginia8,2018,US House,Donald S. Beyer Jr,democrat,FALSE,247137,324748,
virginia8,2018,US House,NA,NA,TRUE,712,324748,
virginia9,2018,US House,H. Morgan Griffith,republican,FALSE,160933,246980,
virginia9,2018,US House,Anthony J. Flaccavento,democrat,FALSE,85833,246980,
virginia9,2018,US House,NA,NA,TRUE,214,246980,
virginia10,2018,US House,Barbara J. Comstock,republican,FALSE,160841,367795,
virginia10,2018,US House,Jennifer T. Wexton,democrat,FALSE,206356,367795,
virginia10,2018,US House,NA,NA,TRUE,598,367795,
virginia11,2018,US House,Jeff A. Dove Jr,republican,FALSE,83023,308250,
virginia11,2018,US House,Gerald Edward Connolly,democrat,FALSE,219191,308250,
virginia11,2018,US House,Stevan M. Porter,libertarian,FALSE,5546,308250,
virginia11,2018,US House,NA,NA,TRUE,490,308250,
washington1,2018,US House,Suzan DelBene,democrat,FALSE,197209,332743,
washington1,2018,US House,Jeffrey Beeler,republican,FALSE,135534,332743,
washington2,2018,US House,Rick Larsen,democrat,FALSE,210187,294833,
washington2,2018,US House,Brian Luke,libertarian,FALSE,84646,294833,
washington3,2018,US House,Jaime Herrera Beutler,republican,FALSE,161819,307226,
washington3,2018,US House,Carolyn Long,democrat,FALSE,145407,307226,
washington4,2018,US House,Dan Newhouse,republican,FALSE,141551,225336,
washington4,2018,US House,Christine Brown,democrat,FALSE,83785,225336,
washington5,2018,US House,Cathy McMorris Rodgers,republican,FALSE,175422,320347,
washington5,2018,US House,Lisa Brown,democrat,FALSE,144925,320347,
washington6,2018,US House,Derek Kilmer,democrat,FALSE,206409,323086,
washington6,2018,US House,Douglas Dightman,republican,FALSE,116677,323086,
washington7,2018,US House,Pramila Jayapal,democrat,FALSE,329800,394681,
washington7,2018,US House,Craig Keller,republican,FALSE,64881,394681,
washington8,2018,US House,Dino Rossi,republican,FALSE,148968,313057,
washington8,2018,US House,Kim Schrier,democrat,FALSE,164089,313057,
washington9,2018,US House,Adam Smith,democrat,FALSE,163345,240567,
washington9,2018,US House,Sarah Smith,democrat,FALSE,77222,240567,
washington10,2018,US House,Denny Heck,democrat,FALSE,166215,270075,
